iIssueId,Resumen,GPT4,labels,modificacion,inconcluso
17647,Se desarrolló una política para validar el horario de autorización de solicitudes con renovaciones que no se dispersan el mismo día. Se implementaron dos políticas: una para validar el monto autorizado y otra para verificar la actualización del saldo a liquidar. Ambas políticas fueron implementadas en producción para agilizar la autorización de solicitudes de crédito.,No,política de autorización,Sí,No
17648,"Se detectó un error en el proceso de dispersión de Santander para créditos grupales, el cual no restaba las comisiones del monto del crédito. Tras revisar y confirmar el problema, se realizó la corrección en ambiente de pruebas y posteriormente se liberó en producción, asegurando su correcto funcionamiento.",No,configuración,Sí,No
17649,"Se solicitó la actualización del Web Service para consultar a Circulo de Crédito. Tras autorizar la cotización, se realizaron los cambios necesarios en producción y se validaron los parámetros y servicios actualizados, finalizando con éxito la actualización del WS.",No,actualizacion de test,Sí,No
17650,"Se reportó que los financiamientos relacionados a convenios no se visualizaban correctamente. Tras revisar el problema y solicitar la información necesaria, se resolvió la situación sin observaciones adicionales, asegurando la correcta visualización de los financiamientos.",No,error,No,No
17651,"Se identificó que una etiqueta en un documento no generaba la información correspondiente. Tras varias revisiones y seguimientos internos, se continúa trabajando en la actualización de la etiqueta para asegurar su correcto funcionamiento en la solicitud de Persona Física.",No,configuración,Sí,No
17652,"Se recibió un ticket donde se reportaba que no se podía capturar información para la compra de deuda en un producto financiero. Tras varios intentos de comunicación sin respuesta, el ticket quedó sin comentarios adicionales y sin solución aparente.",No,configuración,Sí,No
17653,"Se solicitó el alta de comisionistas, logrando configurar a 2 de los 4 solicitados debido a que los IDs ya existían para otros promotores. Finalmente, se logró configurar a los 2 asesores restantes con los IDs 1554 y 1555, cumpliendo con la solicitud inicial.",No,configuración,Sí,No
17654,"Se atendió una incidencia donde se reportaba un perfil fuera de rango para autorizar. Tras enviar la explicación de la política y configurar la alerta, se logró resolver la situación, quedando todo como alerta y confirmado por el usuario.",No,error,No,No
17655,"Se recibió un requerimiento de información detallada de cartera para análisis. Tras un proceso de configuración, validación y aprobación, el reporte fue habilitado en producción para el perfil Administrador, cumpliendo con las solicitudes de los usuarios involucrados.",No,reporte,Sí,No
17656,"Se reportó un error de retiros duplicados a varios inversionistas, con problemas para ajustar dos fondos específicos. Tras restricciones temporales y ajustes en el sistema, se logró permitir el acceso a los fondos problemáticos y realizar los ajustes necesarios, finalizando con la confirmación de resolución por parte de los usuarios implicados.",No,configuración,Sí,No
17657,"Se solicitó cambiar el estatus de un crédito de ""Cerrar"" a ""Cancelar"" en el sistema. Tras obtener la autorización necesaria, se procedió a modificar el estatus del crédito a ""Cancelar"" y se notificó al cliente. Después de algunas correcciones adicionales, finalmente se confirmó el cambio solicitado y se cerró el ticket.",No,"cambio de estatus, auditoria, gestión interna",Sí,No
17658,"Se solicitó generar un backup de 10 créditos específicos que no se reflejaban en el backup anterior. Tras algunas confirmaciones y ajustes de fechas, se proporcionó el respaldo solicitado al cliente. Después de validar el respaldo, se cerró el ticket una vez confirmada la correcta descarga y revisión por parte del cliente.",No,"backup, descarga, base de datos, actualizacion de test",Sí,No
17659,"Se solicitó agregar nuevos campos a un reporte de saldos contables. Tras realizar las modificaciones necesarias, se confirmó el correcto funcionamiento del reporte con las nuevas columnas agregadas. Una vez validado, se cerró el ticket con éxito.",No,"reporte, descarga csv, proceso automatizado",No,No
17660,"Se solicitó una modificación en el servicio de SMS, incluyendo la integración de un nuevo proveedor. Tras realizar las actualizaciones correspondientes y validar en ambiente de pruebas, se procedió a actualizar el servicio en producción. Una vez confirmada la correcta configuración, se notificó al cliente y se cerró el ticket.",No,"cotización, desarrollo de servicio, integración de servicio",Sí,No
17661,"Se solicitó generar un reporte detallado de lotes de publicación de pagos con columnas adicionales y la posibilidad de descarga en formato CSV. Tras algunas discusiones sobre la inclusión de ajustes en el reporte, se procedió a generar la cotización y solicitar la autorización correspondiente. A pesar de algunos retrasos y solicitudes de validación, el ticket se cerró sin completar la implementación debido a la falta de aprobación final.",No,"reporte, proceso automatizado, control interno",Sí,Sí
17662,"El ticket se originó por una solicitud de apoyo para validar el Cálculo del CAT en productos de convenios específicos. Tras realizar pruebas y confirmar la concordancia del CAT, se solicitó a KR especificar los datos obtenidos para comparar. Al no recibir más comentarios, se decidió dar de alta un nuevo ticket en caso de que se reporte nuevamente la incidencia.",No,"cálculo financiero, convenios, validación de datos",No,No
17663,"Se solicitó agregar nuevas formas de aplicación que no existían previamente. Tras revisar el requerimiento, se determinó que la opción más conveniente era asignar el despacho requerido en la opción de cobranza del crédito. A pesar de ofrecer una solución existente, se solicitó una cotización para desarrollar las nuevas formas de aplicación. Finalmente, se eliminó la forma de aplicación extrajudicial y se atendió el punto de los despachos, cerrando así el ticket.",No,"formas de aplicación, asignación de despachos, desarrollo de funcionalidad",Sí,No
17664,"Se solicitó la generación de un archivo de instalación para las dependencias con criterios específicos. Tras revisar y ajustar la cotización, se procedió a habilitar el proceso en pruebas para el perfil administrador. Se realizaron diversas correcciones y ajustes solicitados por el cliente, incluyendo la asignación de despachos y la validación de los datos de refinanciamientos. Finalmente, se confirmó la eliminación de la forma de aplicación extrajudicial y se procedió a la facturación del desarrollo.",No,"layout, listas de cobro, proceso automático, configuración, cobranza",Sí,No
17665,"El ticket se originó por la necesidad de realizar pruebas de refinanciamientos con CR. A lo largo del proceso, se realizaron múltiples interacciones para coordinar pruebas, ajustes y validaciones entre los equipos de desarrollo y CR. Sin embargo, debido a la falta de base vigente del producto por parte de CR, el proyecto se mantuvo suspendido. Finalmente, se decidió cancelar el proyecto por instrucción de Alex.",No,"refinanciamiento, cr",No,No
17666,"Se reportó la eliminación de un documento en una solicitud específica, generando dudas sobre si fue un error humano o del sistema. Tras revisar la base de datos, no se encontraron registros de la eliminación, lo que llevó a la conclusión de que posiblemente se trató de una modificación desde el WS. Se enviaron explicaciones detalladas al cliente para aclarar la situación.",No,documento eliminado,No,No
17667,"El ticket se originó por una discrepancia entre el remanente calculado y el monto autorizado para un cliente. Tras revisar el caso, se determinó que el monto autorizado coincidía con lo capturado en el sistema, pero el cliente firmó por un monto mayor. Se recomendó cancelar el crédito, corregir el monto o modificar la carta firmada. Finalmente, el ticket se cerró una vez resuelto el problema.",No,diferencia en pagos,No,No
17668,"Se reportó un problema en el módulo de consulta de solicitudes donde se recortaba el ID de cliente a 6 dígitos, siendo necesario capturar IDs de 7 dígitos. Tras realizar modificaciones, se amplió la longitud del campo de búsqueda de ID persona en varias pantallas, resolviendo así la limitación inicial. El ticket se cerró una vez completadas las modificaciones solicitadas.",No,"id personas, consulta de solicitudes",Sí,No
17669,"Se identificó una incidencia en las listas de COBATAB donde algunos créditos no estaban incluidos en la lista 186, generando problemas con las cuotas y amortizaciones. Tras una serie de correcciones manuales, se solicitó ajustar la lista 186 para reflejar correctamente los créditos faltantes y corregir las cuotas en las listas generadas. El ticket se cerró una vez implementadas las correcciones.",No,listas de cobro,Sí,No
